route,template,lang,viewport,width,height,overflow_px,console_errors,status
/meetups/qa-pilar-del-software,meetup-detail-archive,es,tablet-landscape,1024,768,0,0,ok
/en/pereira-tech-day,ptd-landing,en,tablet-landscape,1024,768,0,0,ok
/pereira-tech-day,ptd-landing,es,tablet-landscape,1024,768,0,0,ok
/en/pereira-tech-days/2024,ptd-edition,en,tablet-landscape,1024,768,0,0,ok
/pereira-tech-days/2024,ptd-edition,es,tablet-landscape,1024,768,0,0,ok
/en/pereira-tech-days/2026,ptd-edition,en,tablet-landscape,1024,768,0,0,ok
/en/speakers,speakers-list,en,tablet-landscape,1024,768,0,0,ok
/speakers,speakers-list,es,tablet-landscape,1024,768,0,0,ok
/verticals,verticals-list,es,tablet-landscape,1024,768,0,0,ok
/en/slides,slides-catalog,en,tablet-landscape,1024,768,0,0,ok
/slides,slides-catalog,es,tablet-landscape,1024,768,0,0,ok
/en/blog/series,blog-series-listing,en,tablet-landscape,1024,768,0,0,ok
/blog/series,blog-series-listing,es,tablet-landscape,1024,768,0,0,ok
/en/certificates/verify,certificate-verify,en,tablet-landscape,1024,768,0,0,ok
/certificates/verify,certificate-verify,es,tablet-landscape,1024,768,0,0,ok
/en/,home,en,laptop-small,1280,800,0,0,ok
/,home,es,laptop-small,1280,800,0,0,ok
/en/about,narrative-about,en,laptop-small,1280,800,0,0,ok
/about,narrative-about,es,laptop-small,1280,800,0,0,ok
/en/community,narrative-community,en,laptop-small,1280,800,0,0,ok
/community,narrative-community,es,laptop-small,1280,800,0,0,ok
/en/conduct,narrative-conduct,en,laptop-small,1280,800,0,0,ok
/conduct,narrative-conduct,es,laptop-small,1280,800,0,0,ok
/en/contributing,narrative-contributing,en,laptop-small,1280,800,0,0,ok
/en/governance,narrative-governance,en,laptop-small,1280,800,0,0,ok
/en/contact,form-contact,en,laptop-small,1280,800,0,0,ok
/contact,form-contact,es,laptop-small,1280,800,0,0,ok
/en/call-for-speakers,form-call-for-speakers,en,laptop-small,1280,800,0,0,ok
/call-for-speakers,form-call-for-speakers,es,laptop-small,1280,800,0,0,ok
/en/sponsor-us,form-sponsor-us,en,laptop-small,1280,800,0,0,ok
/en/channels,channels,en,laptop-small,1280,800,0,0,ok
/en/press,press,en,laptop-small,1280,800,0,0,ok
/en/sponsors,sponsors,en,laptop-small,1280,800,0,0,ok
/en/contributors,contributors,en,laptop-small,1280,800,0,0,ok
/en/verticals,verticals-list,en,laptop-small,1280,800,0,0,ok
/en/verticals/speaker-school,verticals-detail,en,laptop-small,1280,800,0,0,ok
/en/verticals/library-of-tomorrow,verticals-detail,en,laptop-small,1280,800,0,0,ok
/en/verticals/ai-channel,verticals-detail,en,laptop-small,1280,800,0,0,ok
/en/blog,blog-listing,en,laptop-small,1280,800,0,0,ok
/blog,blog-listing,es,laptop-small,1280,800,0,0,ok
/en/blog/what-is-pereira-tech-talks,blog-post-banner,en,laptop-small,1280,800,0,1,http_404
/blog/what-is-pereira-tech-talks,blog-post-banner,es,laptop-small,1280,800,0,1,http_404
/en/blog/my-experience-at-digital-product-school,blog-post-banner,en,laptop-small,1280,800,0,0,ok
/blog/my-experience-at-digital-product-school,blog-post-banner,es,laptop-small,1280,800,0,0,ok
/en/blog/quarantine-tech-talks,blog-post-embeds,en,laptop-small,1280,800,0,0,error:page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "http://loc
/en/meetups,meetups-list,en,laptop-small,1280,800,0,0,ok
/meetups,meetups-list,es,laptop-small,1280,800,0,0,ok
/en/meetups/september-meetup-2026,meetup-detail-planned,en,laptop-small,1280,800,0,0,ok
/meetups/september-meetup-2026,meetup-detail-planned,es,laptop-small,1280,800,0,0,ok
/en/meetups/qa-pilar-del-software,meetup-detail-archive,en,laptop-small,1280,800,0,0,ok
/meetups/qa-pilar-del-software,meetup-detail-archive,es,laptop-small,1280,800,0,0,ok
/en/pereira-tech-day,ptd-landing,en,laptop-small,1280,800,0,0,ok
/pereira-tech-day,ptd-landing,es,laptop-small,1280,800,0,0,ok
/en/pereira-tech-days/2024,ptd-edition,en,laptop-small,1280,800,0,0,ok
/pereira-tech-days/2024,ptd-edition,es,laptop-small,1280,800,0,0,ok
/en/pereira-tech-days/2026,ptd-edition,en,laptop-small,1280,800,0,0,ok
/en/speakers,speakers-list,en,laptop-small,1280,800,0,0,ok
/speakers,speakers-list,es,laptop-small,1280,800,0,0,ok
/verticals,verticals-list,es,laptop-small,1280,800,0,0,ok
/en/slides,slides-catalog,en,laptop-small,1280,800,0,0,ok
/slides,slides-catalog,es,laptop-small,1280,800,0,0,ok
/en/blog/series,blog-series-listing,en,laptop-small,1280,800,0,0,ok
/blog/series,blog-series-listing,es,laptop-small,1280,800,0,0,ok
/en/certificates/verify,certificate-verify,en,laptop-small,1280,800,0,0,ok
/certificates/verify,certificate-verify,es,laptop-small,1280,800,0,0,ok
/en/,home,en,laptop-standard,1440,900,0,0,ok
/,home,es,laptop-standard,1440,900,0,0,ok
/en/about,narrative-about,en,laptop-standard,1440,900,0,0,ok
/about,narrative-about,es,laptop-standard,1440,900,0,0,ok
/en/community,narrative-community,en,laptop-standard,1440,900,0,0,ok
/community,narrative-community,es,laptop-standard,1440,900,0,0,ok
/en/conduct,narrative-conduct,en,laptop-standard,1440,900,0,0,ok
/conduct,narrative-conduct,es,laptop-standard,1440,900,0,0,ok
/en/contributing,narrative-contributing,en,laptop-standard,1440,900,0,0,ok
/en/governance,narrative-governance,en,laptop-standard,1440,900,0,0,ok
/en/contact,form-contact,en,laptop-standard,1440,900,0,0,ok
/contact,form-contact,es,laptop-standard,1440,900,0,0,ok
/en/call-for-speakers,form-call-for-speakers,en,laptop-standard,1440,900,0,0,ok
/call-for-speakers,form-call-for-speakers,es,laptop-standard,1440,900,0,0,ok
/en/sponsor-us,form-sponsor-us,en,laptop-standard,1440,900,0,0,ok
/en/channels,channels,en,laptop-standard,1440,900,0,0,ok
/en/press,press,en,laptop-standard,1440,900,0,0,ok
/en/sponsors,sponsors,en,laptop-standard,1440,900,0,0,ok
/en/contributors,contributors,en,laptop-standard,1440,900,0,0,ok
/en/verticals,verticals-list,en,laptop-standard,1440,900,0,0,ok
/en/verticals/speaker-school,verticals-detail,en,laptop-standard,1440,900,0,0,ok
/en/verticals/library-of-tomorrow,verticals-detail,en,laptop-standard,1440,900,0,0,ok
/en/verticals/ai-channel,verticals-detail,en,laptop-standard,1440,900,0,0,ok
/en/blog,blog-listing,en,laptop-standard,1440,900,0,0,ok
/blog,blog-listing,es,laptop-standard,1440,900,0,0,ok
/en/blog/what-is-pereira-tech-talks,blog-post-banner,en,laptop-standard,1440,900,0,1,http_404
/blog/what-is-pereira-tech-talks,blog-post-banner,es,laptop-standard,1440,900,0,1,http_404
/en/blog/my-experience-at-digital-product-school,blog-post-banner,en,laptop-standard,1440,900,0,0,ok
/blog/my-experience-at-digital-product-school,blog-post-banner,es,laptop-standard,1440,900,0,0,ok
/en/blog/quarantine-tech-talks,blog-post-embeds,en,laptop-standard,1440,900,0,1,ok
/en/meetups,meetups-list,en,laptop-standard,1440,900,0,0,ok
/meetups,meetups-list,es,laptop-standard,1440,900,0,0,ok
/en/meetups/september-meetup-2026,meetup-detail-planned,en,laptop-standard,1440,900,0,0,ok
/meetups/september-meetup-2026,meetup-detail-planned,es,laptop-standard,1440,900,0,0,ok
/en/meetups/qa-pilar-del-software,meetup-detail-archive,en,laptop-standard,1440,900,0,0,ok
/meetups/qa-pilar-del-software,meetup-detail-archive,es,laptop-standard,1440,900,0,0,ok
/en/pereira-tech-day,ptd-landing,en,laptop-standard,1440,900,0,0,ok
/pereira-tech-day,ptd-landing,es,laptop-standard,1440,900,0,0,ok
/en/pereira-tech-days/2024,ptd-edition,en,laptop-standard,1440,900,0,0,ok
/pereira-tech-days/2024,ptd-edition,es,laptop-standard,1440,900,0,0,ok
/en/pereira-tech-days/2026,ptd-edition,en,laptop-standard,1440,900,0,0,ok
/en/speakers,speakers-list,en,laptop-standard,1440,900,0,0,ok
/speakers,speakers-list,es,laptop-standard,1440,900,0,0,ok
/verticals,verticals-list,es,laptop-standard,1440,900,0,0,ok
/en/slides,slides-catalog,en,laptop-standard,1440,900,0,0,ok
/slides,slides-catalog,es,laptop-standard,1440,900,0,0,ok
/en/blog/series,blog-series-listing,en,laptop-standard,1440,900,0,0,ok
/blog/series,blog-series-listing,es,laptop-standard,1440,900,0,0,ok
/en/certificates/verify,certificate-verify,en,laptop-standard,1440,900,0,0,ok
/certificates/verify,certificate-verify,es,laptop-standard,1440,900,0,0,ok
/en/,home,en,desktop-fhd,1920,1080,0,0,ok
/,home,es,desktop-fhd,1920,1080,0,0,ok
/en/about,narrative-about,en,desktop-fhd,1920,1080,0,0,ok
/about,narrative-about,es,desktop-fhd,1920,1080,0,0,ok
/en/community,narrative-community,en,desktop-fhd,1920,1080,0,0,ok
/community,narrative-community,es,desktop-fhd,1920,1080,0,0,ok
/en/conduct,narrative-conduct,en,desktop-fhd,1920,1080,0,0,ok
/conduct,narrative-conduct,es,desktop-fhd,1920,1080,0,0,ok
/en/contributing,narrative-contributing,en,desktop-fhd,1920,1080,0,0,ok
/en/governance,narrative-governance,en,desktop-fhd,1920,1080,0,0,ok
/en/contact,form-contact,en,desktop-fhd,1920,1080,0,0,ok
/contact,form-contact,es,desktop-fhd,1920,1080,0,0,ok
/en/call-for-speakers,form-call-for-speakers,en,desktop-fhd,1920,1080,0,0,ok
/call-for-speakers,form-call-for-speakers,es,desktop-fhd,1920,1080,0,0,ok
/en/sponsor-us,form-sponsor-us,en,desktop-fhd,1920,1080,0,0,ok
/en/channels,channels,en,desktop-fhd,1920,1080,0,0,ok
/en/press,press,en,desktop-fhd,1920,1080,0,0,ok
/en/sponsors,sponsors,en,desktop-fhd,1920,1080,0,0,ok
/en/contributors,contributors,en,desktop-fhd,1920,1080,0,0,ok
/en/verticals,verticals-list,en,desktop-fhd,1920,1080,0,0,ok
/en/verticals/speaker-school,verticals-detail,en,desktop-fhd,1920,1080,0,0,ok
/en/verticals/library-of-tomorrow,verticals-detail,en,desktop-fhd,1920,1080,0,0,ok
/en/verticals/ai-channel,verticals-detail,en,desktop-fhd,1920,1080,0,0,ok
/en/blog,blog-listing,en,desktop-fhd,1920,1080,0,0,ok
/blog,blog-listing,es,desktop-fhd,1920,1080,0,0,ok
/en/blog/what-is-pereira-tech-talks,blog-post-banner,en,desktop-fhd,1920,1080,0,1,http_404
/blog/what-is-pereira-tech-talks,blog-post-banner,es,desktop-fhd,1920,1080,0,1,http_404
/en/blog/my-experience-at-digital-product-school,blog-post-banner,en,desktop-fhd,1920,1080,0,0,ok
/blog/my-experience-at-digital-product-school,blog-post-banner,es,desktop-fhd,1920,1080,0,0,ok
/en/blog/quarantine-tech-talks,blog-post-embeds,en,desktop-fhd,1920,1080,0,0,ok
/en/meetups,meetups-list,en,desktop-fhd,1920,1080,0,0,ok
/meetups,meetups-list,es,desktop-fhd,1920,1080,0,0,ok
/en/meetups/september-meetup-2026,meetup-detail-planned,en,desktop-fhd,1920,1080,0,0,ok
/meetups/september-meetup-2026,meetup-detail-planned,es,desktop-fhd,1920,1080,0,0,ok
/en/meetups/qa-pilar-del-software,meetup-detail-archive,en,desktop-fhd,1920,1080,0,0,ok
/meetups/qa-pilar-del-software,meetup-detail-archive,es,desktop-fhd,1920,1080,0,0,ok
/en/pereira-tech-day,ptd-landing,en,desktop-fhd,1920,1080,0,0,ok
/pereira-tech-day,ptd-landing,es,desktop-fhd,1920,1080,0,0,ok
/en/pereira-tech-days/2024,ptd-edition,en,desktop-fhd,1920,1080,0,0,ok
/pereira-tech-days/2024,ptd-edition,es,desktop-fhd,1920,1080,0,0,ok
/en/pereira-tech-days/2026,ptd-edition,en,desktop-fhd,1920,1080,0,0,ok
/en/speakers,speakers-list,en,desktop-fhd,1920,1080,0,0,ok
/speakers,speakers-list,es,desktop-fhd,1920,1080,0,0,ok
/verticals,verticals-list,es,desktop-fhd,1920,1080,0,0,ok
/en/slides,slides-catalog,en,desktop-fhd,1920,1080,0,0,ok
/slides,slides-catalog,es,desktop-fhd,1920,1080,0,0,ok
/en/blog/series,blog-series-listing,en,desktop-fhd,1920,1080,0,0,ok
/blog/series,blog-series-listing,es,desktop-fhd,1920,1080,0,0,ok
/en/certificates/verify,certificate-verify,en,desktop-fhd,1920,1080,0,0,ok
/certificates/verify,certificate-verify,es,desktop-fhd,1920,1080,0,0,ok
/en/,home,en,desktop-ultrawide,2560,1080,0,0,ok
/,home,es,desktop-ultrawide,2560,1080,0,0,ok
/en/about,narrative-about,en,desktop-ultrawide,2560,1080,0,0,ok
/about,narrative-about,es,desktop-ultrawide,2560,1080,0,0,ok
/en/community,narrative-community,en,desktop-ultrawide,2560,1080,0,0,ok
/community,narrative-community,es,desktop-ultrawide,2560,1080,0,0,ok
/en/conduct,narrative-conduct,en,desktop-ultrawide,2560,1080,0,0,ok
/conduct,narrative-conduct,es,desktop-ultrawide,2560,1080,0,0,ok
/en/contributing,narrative-contributing,en,desktop-ultrawide,2560,1080,0,0,ok
/en/governance,narrative-governance,en,desktop-ultrawide,2560,1080,0,0,ok
/en/contact,form-contact,en,desktop-ultrawide,2560,1080,0,0,ok
/contact,form-contact,es,desktop-ultrawide,2560,1080,0,0,ok
/en/call-for-speakers,form-call-for-speakers,en,desktop-ultrawide,2560,1080,0,0,ok
/call-for-speakers,form-call-for-speakers,es,desktop-ultrawide,2560,1080,0,0,ok
/en/sponsor-us,form-sponsor-us,en,desktop-ultrawide,2560,1080,0,0,ok
/en/channels,channels,en,desktop-ultrawide,2560,1080,0,0,ok
/en/press,press,en,desktop-ultrawide,2560,1080,0,0,ok
/en/sponsors,sponsors,en,desktop-ultrawide,2560,1080,0,0,ok
/en/contributors,contributors,en,desktop-ultrawide,2560,1080,0,0,ok
/en/verticals,verticals-list,en,desktop-ultrawide,2560,1080,0,0,ok
/en/verticals/speaker-school,verticals-detail,en,desktop-ultrawide,2560,1080,0,0,ok
/en/verticals/library-of-tomorrow,verticals-detail,en,desktop-ultrawide,2560,1080,0,0,ok
/en/verticals/ai-channel,verticals-detail,en,desktop-ultrawide,2560,1080,0,0,ok
/en/blog,blog-listing,en,desktop-ultrawide,2560,1080,0,0,ok
/blog,blog-listing,es,desktop-ultrawide,2560,1080,0,0,ok
/en/blog/what-is-pereira-tech-talks,blog-post-banner,en,desktop-ultrawide,2560,1080,0,1,http_404
/blog/what-is-pereira-tech-talks,blog-post-banner,es,desktop-ultrawide,2560,1080,0,1,http_404
/en/blog/my-experience-at-digital-product-school,blog-post-banner,en,desktop-ultrawide,2560,1080,0,0,ok
/blog/my-experience-at-digital-product-school,blog-post-banner,es,desktop-ultrawide,2560,1080,0,0,ok
/en/blog/quarantine-tech-talks,blog-post-embeds,en,desktop-ultrawide,2560,1080,0,0,error:page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "http://loc
/en/meetups,meetups-list,en,desktop-ultrawide,2560,1080,0,0,ok
/meetups,meetups-list,es,desktop-ultrawide,2560,1080,0,0,ok
/en/meetups/september-meetup-2026,meetup-detail-planned,en,desktop-ultrawide,2560,1080,0,0,ok
/meetups/september-meetup-2026,meetup-detail-planned,es,desktop-ultrawide,2560,1080,0,0,ok
/en/meetups/qa-pilar-del-software,meetup-detail-archive,en,desktop-ultrawide,2560,1080,0,0,ok
/meetups/qa-pilar-del-software,meetup-detail-archive,es,desktop-ultrawide,2560,1080,0,0,ok
/en/pereira-tech-day,ptd-landing,en,desktop-ultrawide,2560,1080,0,0,ok
/pereira-tech-day,ptd-landing,es,desktop-ultrawide,2560,1080,0,0,ok
/en/pereira-tech-days/2024,ptd-edition,en,desktop-ultrawide,2560,1080,0,0,ok
/pereira-tech-days/2024,ptd-edition,es,desktop-ultrawide,2560,1080,0,0,ok
/en/pereira-tech-days/2026,ptd-edition,en,desktop-ultrawide,2560,1080,0,0,ok
/en/speakers,speakers-list,en,desktop-ultrawide,2560,1080,0,0,ok
/speakers,speakers-list,es,desktop-ultrawide,2560,1080,0,0,ok
/verticals,verticals-list,es,desktop-ultrawide,2560,1080,0,0,ok
/en/slides,slides-catalog,en,desktop-ultrawide,2560,1080,0,0,ok
/slides,slides-catalog,es,desktop-ultrawide,2560,1080,0,0,ok
/en/blog/series,blog-series-listing,en,desktop-ultrawide,2560,1080,0,0,ok
/blog/series,blog-series-listing,es,desktop-ultrawide,2560,1080,0,0,ok
/en/certificates/verify,certificate-verify,en,desktop-ultrawide,2560,1080,0,0,ok
/certificates/verify,certificate-verify,es,desktop-ultrawide,2560,1080,0,0,ok
/en/,home,en,desktop-4k,3840,2160,0,0,ok
/,home,es,desktop-4k,3840,2160,0,0,ok
/en/about,narrative-about,en,desktop-4k,3840,2160,0,0,ok
/about,narrative-about,es,desktop-4k,3840,2160,0,0,ok
/en/community,narrative-community,en,desktop-4k,3840,2160,0,0,ok
/community,narrative-community,es,desktop-4k,3840,2160,0,0,ok
/en/conduct,narrative-conduct,en,desktop-4k,3840,2160,0,0,ok
/conduct,narrative-conduct,es,desktop-4k,3840,2160,0,0,ok
/en/contributing,narrative-contributing,en,desktop-4k,3840,2160,0,0,ok
/en/governance,narrative-governance,en,desktop-4k,3840,2160,0,0,ok
/en/contact,form-contact,en,desktop-4k,3840,2160,0,0,ok
/contact,form-contact,es,desktop-4k,3840,2160,0,0,ok
/en/call-for-speakers,form-call-for-speakers,en,desktop-4k,3840,2160,0,0,ok
/call-for-speakers,form-call-for-speakers,es,desktop-4k,3840,2160,0,0,ok
/en/sponsor-us,form-sponsor-us,en,desktop-4k,3840,2160,0,0,ok
/en/channels,channels,en,desktop-4k,3840,2160,0,0,ok
/en/press,press,en,desktop-4k,3840,2160,0,0,ok
/en/sponsors,sponsors,en,desktop-4k,3840,2160,0,0,ok
/en/contributors,contributors,en,desktop-4k,3840,2160,0,0,ok
/en/verticals,verticals-list,en,desktop-4k,3840,2160,0,0,ok
/en/verticals/speaker-school,verticals-detail,en,desktop-4k,3840,2160,0,0,ok
/en/verticals/library-of-tomorrow,verticals-detail,en,desktop-4k,3840,2160,0,0,ok
/en/verticals/ai-channel,verticals-detail,en,desktop-4k,3840,2160,0,0,ok
/en/blog,blog-listing,en,desktop-4k,3840,2160,0,0,ok
/blog,blog-listing,es,desktop-4k,3840,2160,0,0,ok
/en/blog/what-is-pereira-tech-talks,blog-post-banner,en,desktop-4k,3840,2160,0,1,http_404
/blog/what-is-pereira-tech-talks,blog-post-banner,es,desktop-4k,3840,2160,0,1,http_404
/en/blog/my-experience-at-digital-product-school,blog-post-banner,en,desktop-4k,3840,2160,0,0,ok
/blog/my-experience-at-digital-product-school,blog-post-banner,es,desktop-4k,3840,2160,0,0,ok
/en/blog/quarantine-tech-talks,blog-post-embeds,en,desktop-4k,3840,2160,0,0,ok
/en/meetups,meetups-list,en,desktop-4k,3840,2160,0,0,ok
/meetups,meetups-list,es,desktop-4k,3840,2160,0,0,ok
/en/meetups/september-meetup-2026,meetup-detail-planned,en,desktop-4k,3840,2160,0,0,ok
/meetups/september-meetup-2026,meetup-detail-planned,es,desktop-4k,3840,2160,0,0,ok
/en/meetups/qa-pilar-del-software,meetup-detail-archive,en,desktop-4k,3840,2160,0,0,ok
/meetups/qa-pilar-del-software,meetup-detail-archive,es,desktop-4k,3840,2160,0,0,ok
/en/pereira-tech-day,ptd-landing,en,desktop-4k,3840,2160,0,0,ok
/pereira-tech-day,ptd-landing,es,desktop-4k,3840,2160,0,0,ok
/en/pereira-tech-days/2024,ptd-edition,en,desktop-4k,3840,2160,0,0,ok
/pereira-tech-days/2024,ptd-edition,es,desktop-4k,3840,2160,0,0,ok
/en/pereira-tech-days/2026,ptd-edition,en,desktop-4k,3840,2160,0,0,ok
/en/speakers,speakers-list,en,desktop-4k,3840,2160,0,0,ok
/speakers,speakers-list,es,desktop-4k,3840,2160,0,0,ok
/verticals,verticals-list,es,desktop-4k,3840,2160,0,0,ok
/en/slides,slides-catalog,en,desktop-4k,3840,2160,0,0,ok
/slides,slides-catalog,es,desktop-4k,3840,2160,0,0,ok
/en/blog/series,blog-series-listing,en,desktop-4k,3840,2160,0,0,ok
/blog/series,blog-series-listing,es,desktop-4k,3840,2160,0,0,ok
/en/certificates/verify,certificate-verify,en,desktop-4k,3840,2160,0,0,ok
/certificates/verify,certificate-verify,es,desktop-4k,3840,2160,0,0,ok
/en/,home,en,foldable-folded,280,653,50,0,ok
/,home,es,foldable-folded,280,653,50,0,ok
/en/about,narrative-about,en,foldable-folded,280,653,50,0,ok
/about,narrative-about,es,foldable-folded,280,653,50,0,ok
/en/community,narrative-community,en,foldable-folded,280,653,50,0,ok
/community,narrative-community,es,foldable-folded,280,653,50,0,ok
/en/conduct,narrative-conduct,en,foldable-folded,280,653,50,0,ok
/conduct,narrative-conduct,es,foldable-folded,280,653,50,0,ok
/en/contributing,narrative-contributing,en,foldable-folded,280,653,50,0,ok
/en/governance,narrative-governance,en,foldable-folded,280,653,50,0,ok
/en/contact,form-contact,en,foldable-folded,280,653,50,0,ok
/contact,form-contact,es,foldable-folded,280,653,50,0,ok
/en/call-for-speakers,form-call-for-speakers,en,foldable-folded,280,653,50,0,ok
/call-for-speakers,form-call-for-speakers,es,foldable-folded,280,653,50,0,ok
/en/sponsor-us,form-sponsor-us,en,foldable-folded,280,653,50,0,ok
/en/channels,channels,en,foldable-folded,280,653,50,0,ok
/en/press,press,en,foldable-folded,280,653,50,0,ok
/en/sponsors,sponsors,en,foldable-folded,280,653,50,0,ok
/en/contributors,contributors,en,foldable-folded,280,653,50,0,ok
/en/verticals,verticals-list,en,foldable-folded,280,653,50,0,ok
/en/verticals/speaker-school,verticals-detail,en,foldable-folded,280,653,50,0,ok
/en/verticals/library-of-tomorrow,verticals-detail,en,foldable-folded,280,653,50,0,ok
/en/verticals/ai-channel,verticals-detail,en,foldable-folded,280,653,50,0,ok
/en/blog,blog-listing,en,foldable-folded,280,653,50,0,ok
/blog,blog-listing,es,foldable-folded,280,653,50,0,ok
/en/blog/what-is-pereira-tech-talks,blog-post-banner,en,foldable-folded,280,653,0,1,http_404
/blog/what-is-pereira-tech-talks,blog-post-banner,es,foldable-folded,280,653,0,1,http_404
/en/blog/my-experience-at-digital-product-school,blog-post-banner,en,foldable-folded,280,653,50,0,ok
/blog/my-experience-at-digital-product-school,blog-post-banner,es,foldable-folded,280,653,50,0,ok
/en/blog/quarantine-tech-talks,blog-post-embeds,en,foldable-folded,280,653,50,1,ok
/en/meetups,meetups-list,en,foldable-folded,280,653,50,0,ok
/meetups,meetups-list,es,foldable-folded,280,653,50,0,ok
/en/meetups/september-meetup-2026,meetup-detail-planned,en,foldable-folded,280,653,50,0,ok
/meetups/september-meetup-2026,meetup-detail-planned,es,foldable-folded,280,653,50,0,ok
/en/meetups/qa-pilar-del-software,meetup-detail-archive,en,foldable-folded,280,653,50,0,ok
/meetups/qa-pilar-del-software,meetup-detail-archive,es,foldable-folded,280,653,50,0,ok
/en/pereira-tech-day,ptd-landing,en,foldable-folded,280,653,0,0,ok
/pereira-tech-day,ptd-landing,es,foldable-folded,280,653,0,0,ok
/en/pereira-tech-days/2024,ptd-edition,en,foldable-folded,280,653,50,0,ok
/pereira-tech-days/2024,ptd-edition,es,foldable-folded,280,653,56,0,ok
/en/pereira-tech-days/2026,ptd-edition,en,foldable-folded,280,653,0,0,ok
/en/speakers,speakers-list,en,foldable-folded,280,653,50,0,ok
/speakers,speakers-list,es,foldable-folded,280,653,50,0,ok
/verticals,verticals-list,es,foldable-folded,280,653,50,0,ok
/en/slides,slides-catalog,en,foldable-folded,280,653,50,0,ok
/slides,slides-catalog,es,foldable-folded,280,653,50,0,ok
/en/blog/series,blog-series-listing,en,foldable-folded,280,653,50,0,ok
/blog/series,blog-series-listing,es,foldable-folded,280,653,50,0,ok
/en/certificates/verify,certificate-verify,en,foldable-folded,280,653,50,0,ok
/certificates/verify,certificate-verify,es,foldable-folded,280,653,50,0,ok
/en/,home,en,foldable-open,717,512,0,0,ok
/,home,es,foldable-open,717,512,0,0,ok
/en/about,narrative-about,en,foldable-open,717,512,0,0,ok
/about,narrative-about,es,foldable-open,717,512,0,0,ok
/en/community,narrative-community,en,foldable-open,717,512,0,0,ok
/community,narrative-community,es,foldable-open,717,512,0,0,ok
/en/conduct,narrative-conduct,en,foldable-open,717,512,0,0,ok
/conduct,narrative-conduct,es,foldable-open,717,512,0,0,ok
/en/contributing,narrative-contributing,en,foldable-open,717,512,0,0,ok
/en/governance,narrative-governance,en,foldable-open,717,512,0,0,ok
/en/contact,form-contact,en,foldable-open,717,512,0,0,ok
/contact,form-contact,es,foldable-open,717,512,0,0,ok
/en/call-for-speakers,form-call-for-speakers,en,foldable-open,717,512,0,0,ok
/call-for-speakers,form-call-for-speakers,es,foldable-open,717,512,0,0,ok
/en/sponsor-us,form-sponsor-us,en,foldable-open,717,512,0,0,ok
/en/channels,channels,en,foldable-open,717,512,0,0,ok
/en/press,press,en,foldable-open,717,512,0,0,ok
/en/sponsors,sponsors,en,foldable-open,717,512,0,0,ok
/en/contributors,contributors,en,foldable-open,717,512,0,0,ok
/en/verticals,verticals-list,en,foldable-open,717,512,0,0,ok
/en/verticals/speaker-school,verticals-detail,en,foldable-open,717,512,0,0,ok
/en/verticals/library-of-tomorrow,verticals-detail,en,foldable-open,717,512,0,0,ok
/en/verticals/ai-channel,verticals-detail,en,foldable-open,717,512,0,0,ok
/en/blog,blog-listing,en,foldable-open,717,512,0,0,ok
/blog,blog-listing,es,foldable-open,717,512,0,0,ok
/en/blog/what-is-pereira-tech-talks,blog-post-banner,en,foldable-open,717,512,0,1,http_404
/blog/what-is-pereira-tech-talks,blog-post-banner,es,foldable-open,717,512,0,1,http_404
/en/blog/my-experience-at-digital-product-school,blog-post-banner,en,foldable-open,717,512,0,0,ok
/blog/my-experience-at-digital-product-school,blog-post-banner,es,foldable-open,717,512,0,0,ok
/en/blog/quarantine-tech-talks,blog-post-embeds,en,foldable-open,717,512,0,0,ok
/en/meetups,meetups-list,en,foldable-open,717,512,0,0,ok
/meetups,meetups-list,es,foldable-open,717,512,0,0,ok
/en/meetups/september-meetup-2026,meetup-detail-planned,en,foldable-open,717,512,0,0,ok
/meetups/september-meetup-2026,meetup-detail-planned,es,foldable-open,717,512,0,0,ok
/en/meetups/qa-pilar-del-software,meetup-detail-archive,en,foldable-open,717,512,0,0,ok
/meetups/qa-pilar-del-software,meetup-detail-archive,es,foldable-open,717,512,0,0,ok
/en/pereira-tech-day,ptd-landing,en,foldable-open,717,512,0,0,ok
/pereira-tech-day,ptd-landing,es,foldable-open,717,512,0,0,ok
/en/pereira-tech-days/2024,ptd-edition,en,foldable-open,717,512,0,0,ok
/pereira-tech-days/2024,ptd-edition,es,foldable-open,717,512,0,0,ok
/en/pereira-tech-days/2026,ptd-edition,en,foldable-open,717,512,0,0,ok
/en/speakers,speakers-list,en,foldable-open,717,512,0,0,ok
/speakers,speakers-list,es,foldable-open,717,512,0,0,ok
/verticals,verticals-list,es,foldable-open,717,512,0,0,ok
/en/slides,slides-catalog,en,foldable-open,717,512,0,0,ok
/slides,slides-catalog,es,foldable-open,717,512,0,0,ok
/en/blog/series,blog-series-listing,en,foldable-open,717,512,0,0,ok
/blog/series,blog-series-listing,es,foldable-open,717,512,0,0,ok
/en/certificates/verify,certificate-verify,en,foldable-open,717,512,0,0,ok
/certificates/verify,certificate-verify,es,foldable-open,717,512,0,0,ok
